   1.2990621e-01   2.2766430e-01   9.2033204e-01
   5.6882366e-01   4.3569868e-01   5.2676998e-02
   4.6939064e-01   3.1110229e-01   7.3785810e-01
   1.1902070e-02   9.2337964e-01   2.6911943e-01
   3.3712264e-01   4.3020739e-01   4.2283562e-01
   1.6218231e-01   1.8481632e-01   5.4787090e-01
   7.9428454e-01   9.0488097e-01   9.4273698e-01
   3.1121504e-01   9.7974838e-01   4.1774410e-01
   5.2853314e-01   4.3886997e-01   9.8305247e-01
   1.6564873e-01   1.1111922e-01   3.0145495e-01
   6.0198194e-01   2.5806470e-01   7.0109876e-01
   2.6297128e-01   4.0871985e-01   6.6633885e-01
   6.5407910e-01   5.9489607e-01   5.3912647e-01
   6.8921450e-01   2.6221175e-01   6.9810552e-01
   7.4815159e-01   6.0284309e-01   6.6652791e-01
   4.5054160e-01   7.1121578e-01   1.7813245e-01
   8.3821378e-02   2.2174673e-01   1.2801440e-01
   2.2897697e-01   1.1741765e-01   9.9908039e-01
   9.1333736e-01   2.9667587e-01   1.7112107e-01
   1.5237802e-01   3.1877830e-01   3.2600821e-02
   8.2581698e-01   4.2416676e-01   5.6119979e-01
   5.3834244e-01   5.0785828e-01   8.8186650e-01
   9.9613472e-01   8.5515797e-02   6.6917530e-01
   7.8175529e-02   2.6248223e-01   1.9043327e-01
   4.4267827e-01   8.0101462e-01   3.6891655e-01
   1.0665277e-01   2.9220278e-02   4.6072594e-01
   9.6189808e-01   9.2885414e-01   9.8163795e-01
   4.6342241e-03   7.3033086e-01   1.5640495e-01
